,방송일시,노출(분),상품명,상품군,판매단가,취급액
0,2019-01-01 6:00,20.0,테이트 남성 셀린니트3종,의류,39900 ,2099000.0
1,2019-01-01 6:00,20.0,테이트 여성 셀린니트3종,의류,39900 ,4371000.0
2,2019-01-01 6:20,20.0,테이트 남성 셀린니트3종,의류,39900 ,3262000.0
3,2019-01-01 6:20,20.0,테이트 여성 셀린니트3종,의류,39900 ,6955000.0
4,2019-01-01 6:40,20.0,테이트 남성 셀린니트3종,의류,39900 ,6672000.0
5,2019-01-01 6:40,20.0,테이트 여성 셀린니트3종,의류,39900 ,9337000.0
6,2019-01-01 7:00,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,6819000.0
7,2019-01-01 7:20,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,15689000.0
8,2019-01-01 7:40,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,25370000.0
9,2019-01-01 8:00,20.0,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,59900 ,16133000.0
10,2019-01-01 8:20,20.0,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,59900 ,30061000.0
11,2019-01-01 8:40,20.0,CERINI by PAT 남성 소프트 기모 릴렉스팬츠,의류,59900 ,53542000.0
12,2019-01-01 9:00,20.0,보코 리버시블 무스탕,의류,79000 ,16075000.0
13,2019-01-01 9:20,20.0,보코 리버시블 무스탕,의류,79000 ,25628000.0
14,2019-01-01 9:40,20.0,보코 리버시블 무스탕,의류,79000 ,49270000.0
15,2019-01-01 10:00,20.0,CERINI by PAT 남성 풀패키지 기모니트 3종,의류,79900 ,48799000.0
16,2019-01-01 10:20,20.0,CERINI by PAT 남성 풀패키지 기모니트 3종,의류,79900 ,97907000.0
17,2019-01-01 10:40,20.0,CERINI by PAT 남성 풀패키지 기모니트 3종,의류,79900 ,112972000.0
18,2019-01-01 11:00,20.0,크로커다일 The 편안한 코튼 브라팬티 4세트,속옷,69900 ,24531000.0
19,2019-01-01 11:20,20.0,크로커다일 The 편안한 코튼 브라팬티 4세트,속옷,69900 ,49829000.0
20,2019-01-01 12:00,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900 ,33823000.0
21,2019-01-01 12:20,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900 ,59083000.0
22,2019-01-01 12:40,20.0,에코라믹 통주물 스톤 냄비세트,주방,60900 ,99235000.0
23,2019-01-01 13:00,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,32273000.0
24,2019-01-01 13:30,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,79273000.0
25,2019-01-01 14:00,30.0,그렉노먼 남성 구스다운 롱 벤치코트,의류,119000 ,11269000.0
26,2019-01-01 14:00,30.0,그렉노먼 여성 구스다운 롱 벤치코트,의류,119000 ,20841000.0
27,2019-01-01 14:30,30.0,그렉노먼 남성 구스다운 롱 벤치코트,의류,119000 ,40526000.0
28,2019-01-01 14:30,30.0,그렉노먼 여성 구스다운 롱 벤치코트,의류,119000 ,47294000.0
29,2019-01-01 15:00,20.0,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900 ,14113000.0
30,2019-01-01 15:20,20.0,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900 ,32395000.0
31,2019-01-01 15:40,20.0,뽕셰프 이봉원 특갈비탕 12팩,농수축,60900 ,39669000.0
32,2019-01-01 16:00,20.0,국내산 손질갑오징어 8팩,농수축,49900 ,60787000.0
33,2019-01-01 16:20,20.0,국내산 손질갑오징어 8팩,농수축,49900 ,115457000.0
34,2019-01-01 16:40,20.0,멋진밥상 흥양농협 햅쌀 20kg,농수축,61000 ,83893000.0
35,2019-01-01 17:00,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,42239000.0
36,2019-01-01 17:20,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,73494000.0
37,2019-01-01 17:40,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,107103000.0
38,2019-01-01 18:00,20.0,우리바다 손질왕꼬막 24팩,농수축,39900 ,59050000.0
39,2019-01-01 18:20,20.0,우리바다 손질왕꼬막 24팩,농수축,39900 ,85937000.0
40,2019-01-01 18:40,20.0,우리바다 손질왕꼬막 24팩,농수축,39900 ,101468000.0
41,2019-01-01 19:00,20.0,푸마 에어핏 서포트 브라세트 15종+4종,속옷,119000 ,36620000.0
42,2019-01-01 19:20,20.0,푸마 에어핏 서포트 브라세트 15종+4종,속옷,119000 ,69349000.0
43,2019-01-01 19:40,20.0,푸마 에어핏 서포트 브라세트 15종+4종,속옷,119000 ,84610000.0
44,2019-01-01 20:00,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,35519000.0
45,2019-01-01 20:00,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,19123000.0
46,2019-01-01 20:20,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,56859000.0
47,2019-01-01 20:20,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,58685000.0
48,2019-01-01 20:40,20.0,일시불 LG 통돌이 세탁기,가전,439000 ,68320000.0
49,2019-01-01 20:40,20.0,무이자 LG 통돌이 세탁기,가전,489000 ,46068000.0
50,2019-01-01 21:00,20.0,마리노블 밍크 롱코트,의류,499000 ,16362000.0
51,2019-01-01 21:20,20.0,마리노블 밍크 롱코트,의류,499000 ,53791000.0
52,2019-01-01 21:40,20.0,마리노블 밍크 롱코트,의류,499000 ,84562000.0
53,2019-01-01 22:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000 ,38067000.0
54,2019-01-01 22:30,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000 ,77764000.0
55,2019-01-01 23:00,20.0,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900 ,23075000.0
56,2019-01-01 23:20,20.0,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900 ,39452000.0
57,2019-01-01 23:40,20.0,로베르타 디 까메리노 올레이스 지퍼브라팬티,속옷,89900 ,60010000.0
58,2019-01-02 0:00,20.0,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900 ,6082000.0
59,2019-01-02 0:00,20.0,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900 ,6445000.0
60,2019-01-02 0:20,20.0,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900 ,11985000.0
61,2019-01-02 0:20,20.0,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900 ,8491000.0
62,2019-01-02 0:40,20.0,그렉노먼 남성 캐시터치 터틀넥 4종,의류,69900 ,16461000.0
63,2019-01-02 0:40,20.0,그렉노먼 여성 캐시터치 터틀넥 4종,의류,69900 ,10641000.0
64,2019-01-02 1:00,20.0,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900 ,9647000.0
65,2019-01-02 1:20,20.0,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900 ,15516000.0
66,2019-01-02 1:40,17.0,레이프릴 무빙 맥시풀커버 브라팬티,속옷,69900 ,18695000.0
67,2019-01-02 6:00,20.0,벨라홈 논슬립 옷걸이 세트,생활용품,29800 ,9605000.0
68,2019-01-02 6:20,20.0,벨라홈 논슬립 옷걸이 세트,생활용품,29800 ,11265000.0
69,2019-01-02 6:40,20.0,벨라홈 논슬립 옷걸이 세트,생활용품,29800 ,14371000.0
70,2019-01-02 7:00,20.0,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000 ,14944000.0
71,2019-01-02 7:20,20.0,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000 ,25881000.0
72,2019-01-02 7:40,20.0,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000 ,30126000.0
73,2019-01-02 8:00,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,11314000.0
74,2019-01-02 8:20,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,21397000.0
75,2019-01-02 8:40,20.0,오모떼 레이스 파운데이션 브라,속옷,59000 ,34822000.0
76,2019-01-02 9:00,20.0,NNF 쿠션퍼자켓+베스트,의류,39900 ,12607000.0
77,2019-01-02 9:20,20.0,NNF 쿠션퍼자켓+베스트,의류,39900 ,23042000.0
78,2019-01-02 9:40,20.0,NNF 쿠션퍼자켓+베스트,의류,39900 ,38449000.0
79,2019-01-02 10:00,20.0,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000 ,7239000.0
80,2019-01-02 10:00,20.0,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000 ,8951000.0
81,2019-01-02 10:00,20.0,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000 ,2118000.0
82,2019-01-02 10:00,20.0,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000 ,2262000.0
83,2019-01-02 10:20,20.0,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000 ,27223000.0
84,2019-01-02 10:20,20.0,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000 ,13074000.0
85,2019-01-02 10:20,20.0,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000 ,9408000.0
86,2019-01-02 10:20,20.0,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000 ,4507000.0
87,2019-01-02 10:40,20.0,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),주방,158000 ,44478000.0
88,2019-01-02 10:40,20.0,무이자 쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000 ,18925000.0
89,2019-01-02 10:40,20.0,일시불 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,148000 ,13024000.0
90,2019-01-02 10:40,20.0,무이자 쿠첸 풀스텐 압력밥솥 6인용(A1),주방,158000 ,3368000.0
91,2019-01-02 11:00,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000 ,29763000.0
92,2019-01-02 11:30,30.0,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,의류,299000 ,66392000.0
93,2019-01-02 12:00,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000 ,10107000.0
94,2019-01-02 12:00,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000 ,2270000.0
95,2019-01-02 12:00,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000 ,1469000.0
96,2019-01-02 12:00,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000 ,2757000.0
97,2019-01-02 12:20,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000 ,17801000.0
98,2019-01-02 12:20,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000 ,17732000.0
99,2019-01-02 12:20,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000 ,10627000.0
100,2019-01-02 12:20,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000 ,4731000.0
101,2019-01-02 12:40,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,238000 ,25462000.0
102,2019-01-02 12:40,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 3구,주방,228000 ,21428000.0
103,2019-01-02 12:40,20.0,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,218000 ,6384000.0
104,2019-01-02 12:40,20.0,일시불 린나이 간편쿡 자동불꽃조절 가스레인지 2구,주방,208000 ,4095000.0
105,2019-01-02 13:00,20.0,하늘내린 용대리황태10미,농수축,32900 ,29599000.0
106,2019-01-02 13:20,20.0,하늘내린 용대리황태10미,농수축,32900 ,40882000.0
107,2019-01-02 13:40,20.0,하늘내린 용대리황태10미,농수축,32900 ,42466000.0
108,2019-01-02 14:00,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,28456000.0
109,2019-01-02 14:30,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,56800000.0
110,2019-01-02 15:00,20.0,안동간고등어 20팩,농수축,30900 ,41722000.0
111,2019-01-02 15:20,20.0,안동간고등어 20팩,농수축,30900 ,43167000.0
112,2019-01-02 15:40,20.0,안동간고등어 20팩,농수축,30900 ,70322000.0
113,2019-01-02 16:00,20.0,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900 ,11931000.0
114,2019-01-02 16:00,20.0,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900 ,6694000.0
115,2019-01-02 16:20,20.0,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900 ,16983000.0
116,2019-01-02 16:20,20.0,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900 ,9744000.0
117,2019-01-02 16:40,20.0,"SPC삼립 한입 호빵 13봉(혼합, 팥8+야채5봉)",농수축,30900 ,18931000.0
118,2019-01-02 16:40,20.0,"SPC삼립 한입 호빵 13봉(단일, 팥 13봉)",농수축,30900 ,11181000.0
119,2019-01-02 17:00,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900 ,30903000.0
120,2019-01-02 17:20,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900 ,50056000.0
121,2019-01-02 17:40,20.0,바다먹자 국내산 손질꽃게 7팩,농수축,59900 ,49237000.0
122,2019-01-02 18:00,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,22422000.0
123,2019-01-02 18:20,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,33817000.0
124,2019-01-02 18:40,20.0,키친플라워 대용량 디지털 에어프라이어 5L,주방,89800 ,44814000.0
125,2019-01-02 19:00,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900 ,25985000.0
126,2019-01-02 19:20,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900 ,36647000.0
127,2019-01-02 19:40,20.0,피시원 국내산 손질 대구 8팩 * 매운탕 양념 8팩,농수축,59900 ,65853000.0
128,2019-01-02 20:00,20.0,푸마 코튼 라이크라 드로즈 12종,속옷,89000 ,18424000.0
129,2019-01-02 20:00,20.0,푸마 INNO 심리스 롱드로즈 7종,속옷,89000 ,422000.0
130,2019-01-02 20:00,20.0,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000 ,1506000.0
131,2019-01-02 20:20,20.0,푸마 코튼 라이크라 드로즈 12종,속옷,89000 ,41096000.0
132,2019-01-02 20:20,20.0,푸마 INNO 심리스 롱드로즈 7종,속옷,89000 ,2575000.0
133,2019-01-02 20:20,20.0,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000 ,3660000.0
134,2019-01-02 20:40,20.0,푸마 코튼 라이크라 드로즈 12종,속옷,89000 ,52885000.0
135,2019-01-02 20:40,20.0,푸마 INNO 심리스 롱드로즈 7종,속옷,89000 ,3029000.0
136,2019-01-02 20:40,20.0,푸마 드라이셀라인 뉴 런닝 9종,속옷,89000 ,4155000.0
137,2019-01-02 21:00,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1409000 ,14485000.0
138,2019-01-02 21:00,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1549000 ,11986000.0
139,2019-01-02 21:20,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1409000 ,25312000.0
140,2019-01-02 21:20,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1549000 ,11960000.0
141,2019-01-02 21:40,20.0,일시불 LG전자 매직스페이스 냉장고,가전,1409000 ,21729000.0
142,2019-01-02 21:40,20.0,무이자 LG전자 매직스페이스 냉장고,가전,1549000 ,23895000.0
143,2019-01-02 22:00,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000 ,3177000.0
144,2019-01-02 22:00,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000 ,
145,2019-01-02 22:00,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000 ,13796000.0
146,2019-01-02 22:00,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000 ,10329000.0
147,2019-01-02 22:00,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000 ,
148,2019-01-02 22:00,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000 ,
149,2019-01-02 22:20,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000 ,3177000.0
150,2019-01-02 22:20,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000 ,3541000.0
151,2019-01-02 22:20,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000 ,32123000.0
152,2019-01-02 22:20,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000 ,5189000.0
153,2019-01-02 22:20,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000 ,
154,2019-01-02 22:20,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000 ,
155,2019-01-02 22:40,20.0,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000 ,6305000.0
156,2019-01-02 22:40,20.0,무이자 LG 울트라HD TV 55UK6800HNC,가전,1440000 ,6983000.0
157,2019-01-02 22:40,20.0,일시불 LG 울트라HD TV 65UK6800HNC,가전,1900000 ,36730000.0
158,2019-01-02 22:40,20.0,무이자 LG 울트라HD TV 65UK6800HNC,가전,2130000 ,15468000.0
159,2019-01-02 22:40,20.0,일시불 LG 울트라HD TV 70UK7400KNA,가전,2700000 ,
160,2019-01-02 22:40,20.0,무이자 LG 울트라HD TV 70UK7400KNA,가전,2990000 ,14523000.0
161,2019-01-02 23:00,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900 ,29048000.0
162,2019-01-02 23:20,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900 ,46224000.0
163,2019-01-02 23:40,20.0,크로커다일 풀커버 레이스 브라팬티 4세트,속옷,79900 ,31298000.0
164,2019-01-03 0:00,20.0,테이트 남성 셀린니트3종,의류,39900 ,7329000.0
165,2019-01-03 0:00,20.0,테이트 여성 셀린니트3종,의류,39900 ,12050000.0
166,2019-01-03 0:20,20.0,테이트 남성 셀린니트3종,의류,39900 ,10481000.0
167,2019-01-03 0:20,20.0,테이트 여성 셀린니트3종,의류,39900 ,22520000.0
168,2019-01-03 1:00,20.0,푸마 웜셀 기모 치마레깅스 3종,속옷,59000 ,13185000.0
169,2019-01-03 1:20,20.0,푸마 웜셀 기모 치마레깅스 3종,속옷,59000 ,17348000.0
170,2019-01-03 1:40,17.0,푸마 웜셀 기모 치마레깅스 3종,속옷,59000 ,24910000.0
171,2019-01-03 6:00,20.0,에펨 여성 미들퍼부츠,잡화,39800 ,2450000.0
172,2019-01-03 6:00,20.0,에펨 남성 미들퍼부츠,잡화,49800 ,2645000.0
173,2019-01-03 6:20,20.0,에펨 여성 미들퍼부츠,잡화,39800 ,5609000.0
174,2019-01-03 6:20,20.0,에펨 남성 미들퍼부츠,잡화,49800 ,3874000.0
175,2019-01-03 6:40,20.0,에펨 여성 미들퍼부츠,잡화,39800 ,9045000.0
176,2019-01-03 6:40,20.0,에펨 남성 미들퍼부츠,잡화,49800 ,6162000.0
177,2019-01-03 7:00,20.0,천연담아 명품다시팩 100포,농수축,39900 ,20546000.0
178,2019-01-03 7:20,20.0,천연담아 명품다시팩 100포,농수축,39900 ,26917000.0
179,2019-01-03 7:40,20.0,천연담아 명품다시팩 100포,농수축,39900 ,35153000.0
180,2019-01-03 8:00,20.0,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000 ,13665000.0
181,2019-01-03 8:20,20.0,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000 ,26788000.0
182,2019-01-03 8:40,20.0,엘렌실라 달팽이크림(콜라겐5+팩트3),이미용,79000 ,36208000.0
183,2019-01-03 9:00,20.0,로베르타 디 까메리노 노벨라백 2종,잡화,39000 ,17518000.0
184,2019-01-03 9:20,20.0,로베르타 디 까메리노 노벨라백 2종,잡화,39000 ,19488000.0
185,2019-01-03 9:40,20.0,로베르타 디 까메리노 노벨라백 2종,잡화,39000 ,36253000.0
186,2019-01-03 10:00,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,32763000.0
187,2019-01-03 10:30,30.0,오모떼 360도 텐션업 레이스 패키지 시즌4,속옷,109000 ,70140000.0
188,2019-01-03 11:00,20.0,보코 리버시블 무스탕,의류,79000 ,16785000.0
189,2019-01-03 11:20,20.0,보코 리버시블 무스탕,의류,79000 ,32391000.0
190,2019-01-03 11:40,20.0,보코 리버시블 무스탕,의류,79000 ,35613000.0
191,2019-01-03 12:00,20.0,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000 ,18481000.0
192,2019-01-03 12:20,20.0,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000 ,24779000.0
193,2019-01-03 12:40,20.0,(직매입) 종근당건강 아이클리어 루테인,건강기능,69000 ,45269000.0
194,2019-01-03 13:00,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,30273000.0
195,2019-01-03 13:20,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,41669000.0
196,2019-01-03 13:40,20.0,비버리힐스폴로클럽 남성기초세트(2018FW골드),이미용,39800 ,44782000.0
